CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
1292,Centro Universitário de Adamantina,FAI,Pública,N,N,N,Centro Universitário,3500105,Adamantina,SP,Ativa
23459,Faculdade de Tecnologia de Adamantina,,Pública,N,N,N,Faculdade,3500105,Adamantina,SP,Ativa
1834,FACULDADE DE AGUDOS,FAAG,Privada,N,N,N,Faculdade,3500709,Agudos,SP,Ativa
1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Privada,N,N,N,Centro Universitário,3501608,Americana,SP,Ativa
1310,FACULDADE DE AMERICANA,FAM,Privada,N,N,N,Faculdade,3501608,Americana,SP,Ativa
1182,INSTITUTO DE ENSINO SUPERIOR DE AMERICANA,IESA,Privada,N,N,N,Faculdade,3501608,Americana,SP,Ativa
35,FACULDADE DE TECNOLOGIA DE AMERICANA,FATEC-AM,Pública,N,N,N,Faculdade,3501608,Americana,SP,Ativa
1225,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Privada,N,N,N,Centro Universitário,3501905,Amparo,SP,Ativa
109,FACULDADES INTEGRADAS RUI BARBOSA,FIRB,Privada,N,N,N,Faculdade,3502101,Andradina,SP,Ativa
1623,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA,FCAA,Privada,N,N,N,Faculdade,3502101,Andradina,SP,Ativa
1844,FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA,FISMA,Privada,N,N,N,Faculdade,3502101,Andradina,SP,Ativa
2289,FACULDADE UNIÃO CULTURAL DO ESTADO DE SÃO PAULO,UCESP,Privada,N,N,N,Faculdade,3502804,Araçatuba,SP,Ativa
23215,FACULDADE DO ESTADO DE SÃO PAULO,ESP,Privada,N,N,N,Faculdade,3502804,Araçatuba,SP,Ativa
1418,Centro Universitário Toledo Wyden,Unitoledo Wyden,Privada,N,N,N,Centro Universitário,3502804,Araçatuba,SP,Ativa
15697,Faculdade de Tecnologia de Araçatuba,FATEC Araçatuba,Pública,N,N,N,Faculdade,3502804,Araçatuba,SP,Ativa
845,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,FAC-FEA,Privada,N,N,N,Centro Universitário,3502804,Araçatuba,SP,Ativa
22939,Faculdade de Tecnologia de Araraquara,FATEC ARQ,Pública,N,N,N,Faculdade,3503208,Araraquara,SP,Ativa
124,UNIVERSIDADE DE ARARAQUARA,UNIARA,Privada,N,N,N,Universidade,3503208,Araraquara,SP,Ativa
1569,FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,Privada,N,N,N,Faculdade,3503208,Araraquara,SP,Ativa
3436,Faculdade de Araraquara,FARA,Privada,N,N,N,Faculdade,3503208,Araraquara,SP,Ativa
125,CENTRO UNIVERSITÁRIO DE ARARAS -,UNAR,Privada,N,N,N,Centro Universitário,3503307,Araras,SP,Ativa
22096,FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS,SLMANDIC-ARARAS,Privada,N,N,N,Faculdade,3503307,Araras,SP,Ativa
23438,Faculdade de Tecnologia de Araras,,Pública,N,N,N,Faculdade,3503307,Araras,SP,Ativa
1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,FHO,Privada,N,N,N,Centro Universitário,3503307,Araras,SP,Ativa
18288,Faculdade Latino-americana,FLAM,Privada,N,N,N,Faculdade,3503901,Arujá,SP,Ativa
721,FACULDADE DE ASSIS,FASS,Privada,N,N,N,Faculdade,3504008,Assis,SP,Ativa
19863,Faculdade de Tecnologia de Assis,FATEC Assis,Pública,N,N,N,Faculdade,3504008,Assis,SP,Ativa
881,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS,IMESA,Pública,N,N,N,Faculdade,3504008,Assis,SP,Ativa
22237,Faculdade de Ciências Jurídicas de Assis,,Privada,N,N,N,Faculdade,3504008,Assis,SP,Ativa
5312,Centro Universitário UNIFAAT,UNIFAAT,Privada,N,N,N,Centro Universitário,3504107,Atibaia,SP,Ativa
1322,FACULDADE EDUVALE DE AVARÉ,EDUVALE,Privada,N,N,N,Faculdade,3504503,Avaré,SP,Ativa
23381,"FACULDADE DE GOVERNANÇA, ENGENHARIA E EDUCAÇÃO DE SÃO PAULO",FGE-SP,Privada,N,N,N,Faculdade,3504503,Avaré,SP,Ativa
1317,Centro Universitário Sudoeste Paulista,UniFSP,Privada,N,N,N,Centro Universitário,3504503,Avaré,SP,Ativa
1870,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,FIRA,Pública,N,N,N,Faculdade,3504503,Avaré,SP,Ativa
23394,Faculdade de Engenharia e Administração Paulista,FEAP,Privada,N,N,N,Faculdade,3504503,Avaré,SP,Ativa
16194,Faculdade Gran Tietê,FGT,Privada,N,N,N,Faculdade,3505302,Barra Bonita,SP,Ativa
131,Faculdade de Tecnologia do Brasil,FAT Brasil,Privada,N,N,N,Faculdade,3505302,Barra Bonita,SP,Ativa
1622,FACULDADE ITA EDUCACIONAL PAULISTA,null,Privada,N,N,N,Faculdade,3505302,Barra Bonita,SP,Ativa
2575,FACULDADES INTEGRADAS SOARES DE OLIVEIRA,FISO,Privada,N,N,N,Faculdade,3505500,Barretos,SP,Ativa
14892,FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA,FACISB,Privada,N,N,N,Faculdade,3505500,Barretos,SP,Ativa
2971,FACULDADE BARRETOS,FB,Privada,N,N,N,Faculdade,3505500,Barretos,SP,Ativa
2922,INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS,ISEB,Privada,N,N,N,Faculdade,3505500,Barretos,SP,Ativa
22747,FACULDADE PROF. LUÍZ MÁRIO D'AVILA,FADAVILA,Privada,N,N,N,Faculdade,3505500,Barretos,SP,Ativa
3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,UNIFEB,Privada,S,N,N,Centro Universitário,3505500,Barretos,SP,Ativa
15757,Faculdade de Tecnologia de Barueri,Fatec Barueri,Pública,N,N,N,Faculdade,3505708,Barueri,SP,Ativa
1463,FACULDADE DE BARUERI,FCGB,Privada,N,N,N,Faculdade,3505708,Barueri,SP,Ativa
135,Claretiano - Centro Universitário,CLARETIANOBT,Privada,S,N,N,Centro Universitário,3505906,Batatais,SP,Ativa
22313,FACULDADE NOVE DE JULHO DE BAURU,NOVE-BAURU,Privada,N,N,N,Faculdade,3506003,Bauru,SP,Ativa
1092,FACULDADES INTEGRADAS DE BAURU,FIB,Privada,N,N,N,Faculdade,3506003,Bauru,SP,Ativa
997,Centro Universitário de Bauru,,Privada,N,N,N,Centro Universitário,3506003,Bauru,SP,Ativa
137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,UNISAGRADO,Privada,N,S,N,Centro Universitário,3506003,Bauru,SP,Ativa
24366,FACULDADE MARECHAL RONDON DE BAURU,FMR-BAURU,Privada,N,N,N,Faculdade,3506003,Bauru,SP,Ativa
1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,IESB,Privada,N,N,N,Faculdade,3506003,Bauru,SP,Ativa
15689,Faculdade de Tecnologia de Bauru,FATEC,Pública,N,N,N,Faculdade,3506003,Bauru,SP,Ativa
5451,FACULDADE ANHANGÜERA DE BAURU,null,Privada,N,N,N,Faculdade,3506003,Bauru,SP,Ativa
19862,Faculdade de Tecnologia Jorge Caram Sabbag,FATEC Bebedouro,Pública,N,N,N,Faculdade,3506102,Bebedouro,SP,Ativa
882,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI,IMESB,Pública,N,N,N,Faculdade,3506102,Bebedouro,SP,Ativa
2774,Centro Universitário UNIFAFIBE,FAFIBE,Privada,N,N,N,Centro Universitário,3506102,Bebedouro,SP,Ativa
1432,FACULDADE BERTIOGA,FABE,Privada,N,N,N,Faculdade,3506359,Bertioga,SP,Ativa
843,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI,FATEB,Pública,N,N,N,Faculdade,3506508,Birigui,SP,Ativa
1933,FACULDADE BIRIGUI,FABI,Privada,N,N,N,Faculdade,3506508,Birigui,SP,Ativa
1130,FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS,METODISTA,Privada,N,N,N,Faculdade,3506508,Birigui,SP,Ativa
1545,FACULDADE DE BOITUVA,FIB,Privada,N,N,N,Faculdade,3507001,Boituva,SP,Ativa
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,FATEC BT,Pública,N,N,N,Faculdade,3507506,Botucatu,SP,Ativa
2328,FACULDADE ITEANA DE BOTUCATU,FITB,Privada,N,N,N,Faculdade,3507506,Botucatu,SP,Ativa
25207,FACULDADE NOVE DE JULHO DE BOTUCATU,NOVE-BOTUCATU,Privada,N,N,N,Faculdade,3507506,Botucatu,SP,Ativa
17593,Faculdade de Botucatu,FDB,Privada,N,N,N,Faculdade,3507506,Botucatu,SP,Ativa
17662,Faculdade Galileu,FG,Privada,N,N,N,Faculdade,3507506,Botucatu,SP,Ativa
716,FACULDADES INTEGRADAS DE BOTUCATU,null,Privada,N,N,N,Faculdade,3507506,Botucatu,SP,Ativa
495,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,Pública,N,N,N,Faculdade,3507605,Bragança Paulista,SP,Ativa
5633,FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA,null,Pública,N,N,N,Faculdade,3507605,Bragança Paulista,SP,Ativa
670,UNIVERSIDADE SÃO FRANCISCO,USF,Privada,S,S,N,Universidade,3507605,Bragança Paulista,SP,Ativa
18667,FACULDADE SANTO ANTÔNIO,FSA,Privada,N,N,N,Faculdade,3508504,Caçapava,SP,Ativa
13527,FACULDADE CANÇÃO NOVA,FCN,Privada,N,N,N,Faculdade,3508603,Cachoeira Paulista,SP,Ativa
2879,FACULDADE DE CAIEIRAS,null,Privada,N,N,N,Faculdade,3509007,Caieiras,SP,Ativa
19739,Faculdade de Tecnologia de Campinas,FATEC CAMPINAS,Pública,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
19586,FACULDADE UNITÀ,UNITÀ,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
3456,FACULDADE POLITÉCNICA DE CAMPINAS,POLICAMP,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
18696,FACULDADE DYNAMUS DE CAMPINAS,FADYC,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
1438,FACULDADES DE CAMPINAS,FACAMP,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
1386,FACULDADE ESAMC CAMPINAS,ESAMC,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
17690,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
3692,FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS,FATEC CAMPINAS,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
4179,FACULDADE NAZARENA DO BRASIL,FNB,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
25425,FACULDADE TELOS DE CAMPINAS,FATELOS,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
2279,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Privada,N,N,N,Centro Universitário,3509502,Campinas,SP,Ativa
2368,FACULDADE SÃO LEOPOLDO MANDIC,null,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Privada,S,S,N,Universidade,3509502,Campinas,SP,Ativa
3323,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS,IESCAMP,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
4826,FACULDADE ANHANGÜERA DE CAMPINAS,null,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
24525,ILUM ESCOLA DE CIÊNCIA,null,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
54,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,Pública,N,N,N,Universidade,3509502,Campinas,SP,Ativa
25576,Faculdade TERZIUS,TERZIUS,Privada,N,N,N,Faculdade,3509502,Campinas,SP,Ativa
1273,Centro Universitário Campo Limpo Paulista,UNIFACCAMP,Privada,N,N,N,Centro Universitário,3509601,Campo Limpo Paulista,SP,Ativa
15704,Faculdade de Tecnologia de Capão Bonito,FATEC-CB,Pública,N,N,N,Faculdade,3510203,Capão Bonito,SP,Ativa
625,FACULDADE CENECISTA DE CAPIVARI,FACECAP,Privada,N,N,N,Faculdade,3510401,Capivari,SP,Ativa
1187,CENTRO UNIVERSITÁRIO MÓDULO,MÓDULO,Privada,N,N,N,Centro Universitário,3510500,Caraguatatuba,SP,Ativa
16395,Faculdade de Tecnologia de Carapicuiba,FATEC,Pública,N,N,N,Faculdade,3510609,Carapicuíba,SP,Ativa
4169,Faculdade Estácio de Carapicuíba,ESTÁCIO CARAPICUÍBA,Privada,N,N,N,Faculdade,3510609,Carapicuíba,SP,Ativa
1373,FACULDADE CASA BRANCA,FACAB,Privada,N,N,N,Faculdade,3510807,Casa Branca,SP,Ativa
25474,Faculdade Microlins,FAMIC,Privada,N,N,N,Faculdade,3511102,Catanduva,SP,Ativa
21900,Faculdade Anhanguera de Catanduva,FAC,Privada,N,N,N,Faculdade,3511102,Catanduva,SP,Ativa
79,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,IMES CATANDUVA,Pública,N,N,N,Faculdade,3511102,Catanduva,SP,Ativa
16410,Faculdade de Tecnologia de Catanduva,FATEC Catanduva,Pública,N,N,N,Faculdade,3511102,Catanduva,SP,Ativa
5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,null,Privada,N,N,N,Centro Universitário,3511102,Catanduva,SP,Ativa
22760,Faculdade Fleming Cerquilho,Fac Cerquilho,Privada,N,N,N,Faculdade,3511508,Cerquilho,SP,Ativa
4889,FACULDADE CONECTADA FACONNECT,FACONNECT,Privada,N,N,N,Faculdade,3512308,Conchas,SP,Ativa
3618,FACULDADE LUSÓFONA DE SÃO PAULO,FL-SP,Privada,N,N,N,Faculdade,3513009,Cotia,SP,Ativa
1457,Faculdade Estácio de Cotia,Estacio Cotia,Privada,N,N,N,Faculdade,3513009,Cotia,SP,Ativa
19578,Faculdade de Tecnologia de Cotia,FATEC COTIA,Pública,N,N,N,Faculdade,3513009,Cotia,SP,Ativa
13481,FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA,FRB-GV,Privada,N,N,N,Faculdade,3513009,Cotia,SP,Ativa
21502,FACULDADES INTEGRADAS POTENCIAL,FIP,Privada,N,N,N,Faculdade,3513009,Cotia,SP,Ativa
15680,Fatec Cruzeiro - Prof. Waldomiro May,,Pública,N,N,N,Faculdade,3513405,Cruzeiro,SP,Ativa
608,"ESCOLA SUPERIOR DE CRUZEIRO ""PREFEITO HAMILTON VIEIRA MENDES""",ESEFIC,Pública,N,N,N,Faculdade,3513405,Cruzeiro,SP,Ativa
4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,FACIC,Privada,N,N,N,Faculdade,3513405,Cruzeiro,SP,Ativa
18099,Faculdade de Tecnologia de Diadema Luigi Papaiz,FATEC DIADEMA,Pública,N,N,N,Faculdade,3513801,Diadema,SP,Ativa
2257,FACULDADE DIADEMA,FAD,Privada,N,N,N,Faculdade,3513801,Diadema,SP,Ativa
1420,FACULDADES DE DRACENA,null,Privada,N,N,N,Faculdade,3514403,Dracena,SP,Ativa
17839,FACULDADE DE DRACENA,null,Privada,N,N,N,Faculdade,3514403,Dracena,SP,Ativa
922,FACULDADE REGES DE DRACENA,null,Privada,N,N,N,Faculdade,3514403,Dracena,SP,Ativa
23335,Faculdade Embu das Artes,FAEM,Privada,N,N,N,Faculdade,3515004,Embu,SP,Ativa
1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Privada,N,N,N,Centro Universitário,3515186,Espírito Santo do Pinhal,SP,Ativa
1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Privada,N,N,N,Faculdade,3515509,Fernandópolis,SP,Ativa
22452,FACULDADE ATITUDE DE EDUCAÇÃO CONTINUADA,FAEC,Privada,N,N,N,Faculdade,3515509,Fernandópolis,SP,Ativa
23700,Faculdade de Tecnologia de Ferraz de Vasconcelos,,Pública,N,N,N,Faculdade,3515707,Ferraz de Vasconcelos,SP,Ativa
22425,FACULDADE ESAMC FRANCA,ESAMC FRANCA,Privada,N,N,N,Faculdade,3516200,Franca,SP,Ativa
21693,Faculdade Anhanguera Franca,FAF,Privada,N,N,N,Faculdade,3516200,Franca,SP,Ativa
496,UNIVERSIDADE DE FRANCA,UNIFRAN,Privada,N,N,N,Universidade,3516200,Franca,SP,Ativa
15708,Faculdade de Tecnologia Dr. Thomaz Novelino,FATEC Franca,Pública,N,N,N,Faculdade,3516200,Franca,SP,Ativa
59,FACULDADE DE DIREITO DE FRANCA,FDF,Pública,N,N,N,Faculdade,3516200,Franca,SP,Ativa
60,CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA,UNI-FACEF,Pública,N,N,N,Centro Universitário,3516200,Franca,SP,Ativa
25412,Faculdade Metropolitana de Franca,FAMEF,Privada,N,N,N,Faculdade,3516200,Franca,SP,Ativa
16502,FACULDADE PESTALOZZI DE FRANCA,FAPESF,Privada,N,N,N,Faculdade,3516200,Franca,SP,Ativa
14858,FACULDADE DE TECNOLOGIA FRANCISCO MORATO,FFRAMO,Privada,N,N,N,Faculdade,3516309,Francisco Morato,SP,Ativa
21540,FACULDADE FREIRE DE ENSINO,FFE,Privada,N,N,N,Faculdade,3516309,Francisco Morato,SP,Ativa
23705,FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA,,Pública,N,N,N,Faculdade,3516408,Franco da Rocha,SP,Ativa
1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,FAEF,Privada,N,N,N,Faculdade,3516705,Garça,SP,Ativa
4021,FACULDADE DE TECNOLOGIA DE GARÇA,FATECGA,Pública,N,N,N,Faculdade,3516705,Garça,SP,Ativa
492,FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ,FACEAG,Privada,N,N,N,Faculdade,3518404,Guaratinguetá,SP,Ativa
1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,FATEC GT,Pública,N,N,N,Faculdade,3518404,Guaratinguetá,SP,Ativa
493,FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ,FACEG,Privada,N,N,N,Faculdade,3518404,Guaratinguetá,SP,Ativa
20530,Faculdade Marquês de Olinda,FMO,Privada,N,N,N,Faculdade,3518701,Guarujá,SP,Ativa
1275,FACULDADE DO GUARUJÁ,FAGU,Privada,N,N,N,Faculdade,3518701,Guarujá,SP,Ativa
491,CENTRO UNIVERSITÁRIO DON DOMÊNICO,UNIDON,Privada,N,N,N,Centro Universitário,3518701,Guarujá,SP,Ativa
481,Universidade Universus Veritas Guarulhos,Univeritas UNG,Privada,N,N,N,Universidade,3518800,Guarulhos,SP,Ativa
23236,Escola Superior São Judas de Guarulhos,,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
3294,CENTRO UNIVERSITÁRIO FAVENI,UNIFAVENI,Privada,N,N,N,Centro Universitário,3518800,Guarulhos,SP,Ativa
23235,Instituto Universitário São Judas de Guarulhos,,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,UNIMESP,Privada,N,N,N,Centro Universitário,3518800,Guarulhos,SP,Ativa
21822,FACULDADE FAVENI GUARULHOS,FAVENI - GUARULHOS,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
1892,Centro Universitário de Excelência Eniac,ENIAC,Privada,N,N,N,Centro Universitário,3518800,Guarulhos,SP,Ativa
25445,Escola Superior do Ar,EAR,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
2530,FACULDADE DE GUARULHOS,FAG,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
14727,FACULDADE PROGRESSO,FAP,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
3432,"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS",FG,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
23228,Faculdade São Judas de Guarulhos,,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
22314,FACULDADE NOVE DE JULHO GUARULHOS,NOVE-GUARULHOS,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
15752,Faculdade de Tecnologia de Guarulhos,FATEC GR,Pública,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
13752,FACULDADE DOM RICARDO,FDR,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
24368,FACULDADE MARECHAL RONDON DE GUARULHOS,FMR-GUARULHOS,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
3603,FACULDADE ANHANGUERA DE GUARULHOS,null,Privada,N,N,N,Faculdade,3518800,Guarulhos,SP,Ativa
20465,Faculdade de Agronegócios de Holambra,FAAGROH,Privada,N,N,N,Faculdade,3519055,Holambra,SP,Ativa
886,FACULDADE DE HORTOLÂNDIA,FACH,Privada,N,N,N,Faculdade,3519071,Hortolândia,SP,Ativa
1875,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",FAIBI,Pública,N,N,N,Faculdade,3519600,Ibitinga,SP,Ativa
1562,FACULDADE DE ILHA SOLTEIRA,FAISA,Privada,N,N,N,Faculdade,3520442,Ilha Solteira,SP,Ativa
2039,FACULDADE CIDADE LUZ,FACILUZ,Privada,N,N,N,Faculdade,3520442,Ilha Solteira,SP,Ativa
3937,Faculdade Anhanguera de Indaiatuba,null,Privada,N,N,N,Faculdade,3520509,Indaiatuba,SP,Ativa
20406,Faculdade Jaguar Indaiá,FJI,Privada,N,N,N,Faculdade,3520509,Indaiatuba,SP,Ativa
2123,CENTRO UNIVERSITÁRIO MAX PLANCK,UniMAX,Privada,N,N,N,Centro Universitário,3520509,Indaiatuba,SP,Ativa
24462,CENTRO DE EDUCAÇÃO TECNOLÓGICO DA FUNDAÇÃO INDAIATUBANA DE EDUCAÇÃO E CULTURA,FIEC,Pública,N,N,N,Faculdade,3520509,Indaiatuba,SP,Ativa
1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,FATEC-ID,Pública,N,N,N,Faculdade,3520509,Indaiatuba,SP,Ativa
1781,FACULDADE INTESP,INTESP,Privada,N,N,N,Faculdade,3520905,Ipaussu,SP,Ativa
19883,Faculdade Sul Paulista de Itanhaém,FASUPI,Privada,N,N,N,Faculdade,3522109,Itanhaém,SP,Ativa
1693,FACULDADE ITANHAÉM,FAITA,Privada,N,N,N,Faculdade,3522109,Itanhaém,SP,Ativa
4878,FACULDADE ANHANGUERA DE ITAPECERICA DA SERRA,,Privada,N,N,N,Faculdade,3522208,Itapecerica da Serra,SP,Ativa
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,IIES,Privada,N,N,N,Faculdade,3522307,Itapetininga,SP,Ativa
533,FACULDADES INTEGRADAS DE ITAPETININGA,FII,Privada,N,N,N,Faculdade,3522307,Itapetininga,SP,Ativa
15693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende,Fatec - Itapetininga,Pública,N,N,N,Faculdade,3522307,Itapetininga,SP,Ativa
23893,Faculdade Anhanguera de Itapetininga,,Privada,N,N,N,Faculdade,3522307,Itapetininga,SP,Ativa
1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,Privada,N,N,N,Faculdade,3522406,Itapeva,SP,Ativa
21554,Faculdade Anhanguera de Itapeva,FAI,Privada,N,N,N,Faculdade,3522406,Itapeva,SP,Ativa
17928,Faculdade Aliança Educacional do Estado de São Paulo,,Privada,N,N,N,Faculdade,3522505,Itapevi,SP,Ativa
1434,Centro Universitário de Itapira Uniesi,UNIESI,Privada,N,N,N,Centro Universitário,3522604,Itapira,SP,Ativa
19864,Faculdade de Tecnologia de Itapira,FATEC Itapira,Pública,N,N,N,Faculdade,3522604,Itapira,SP,Ativa
1279,FACULDADE DE ITÁPOLIS - FACITA,FACITA,Privada,N,N,N,Faculdade,3522703,Itápolis,SP,Ativa
21876,EJ - Faculdade de Tecnologia em Aviação Civil,EJ,Privada,N,N,N,Faculdade,3522703,Itápolis,SP,Ativa
15873,Faculdade Itaquá,UNEITAQUÁ,Privada,N,N,N,Faculdade,3523107,Itaquaquecetuba,SP,Ativa
15639,Faculdade de Tecnologia de Itaquaquecetuba,Fatec Itaqua,Pública,N,N,N,Faculdade,3523107,Itaquaquecetuba,SP,Ativa
4793,Faculdades Integradas Vale do Rio Verde,FIVAR,Privada,N,N,N,Faculdade,3523206,Itararé,SP,Ativa
22319,Faculdade de Tecnologia de Itatiba,Fatec Itatiba,Pública,N,N,N,Faculdade,3523404,Itatiba,SP,Ativa
1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Privada,N,N,N,Centro Universitário,3523909,Itu,SP,Ativa
440,FACULDADE DE DIREITO DE ITÚ,FADITU,Privada,N,N,N,Faculdade,3523909,Itu,SP,Ativa
15695,Faculdade de Tecnologia Dom Amaury Castanho,Fatec Itu,Pública,N,N,N,Faculdade,3523909,Itu,SP,Ativa
438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,FFCL,Privada,S,N,N,Faculdade,3524105,Ituverava,SP,Ativa
439,FACULDADE DOUTOR FRANCISCO MAEDA,FAFRAM,Privada,N,N,N,Faculdade,3524105,Ituverava,SP,Ativa
15753,FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL,FATEC JBL,Pública,N,N,N,Faculdade,3524303,Jaboticabal,SP,Ativa
517,FACULDADE DE EDUCAÇÃO SÃO LUÍS,FESL,Privada,N,N,N,Faculdade,3524303,Jaboticabal,SP,Ativa
24217,FACULDADE BRASILEIRA DE NEGÓCIOS INOVADORES,FABRANI,Privada,N,N,N,Faculdade,3524303,Jaboticabal,SP,Ativa
1832,FACULDADE DE JABOTICABAL,FAJAB,Privada,N,N,N,Faculdade,3524303,Jaboticabal,SP,Ativa
17952,Faculdade de Tecnologia de Jacareí,FATEC Jacareí,Pública,N,N,N,Faculdade,3524402,Jacareí,SP,Ativa
778,FACULDADE IBRA DOS VALES,FACULDADE FADIVALES,Privada,N,N,N,Faculdade,3524402,Jacareí,SP,Ativa
5555,FACULDADE ANHANGUERA DE JACAREÍ,null,Privada,N,N,N,Faculdade,3524402,Jacareí,SP,Ativa
3743,FACULDADE DE JACAREÍ,null,Privada,N,N,N,Faculdade,3524402,Jacareí,SP,Ativa
2688,FACULDADE INESP - INSTITUTO NACIONAL DE ENSINO E PESQUISA,INESP,Privada,N,N,N,Faculdade,3524402,Jacareí,SP,Ativa
1490,CENTRO UNIVERSITÁRIO DE JAGUARIÚNA,UniFAJ,Privada,N,N,N,Centro Universitário,3524709,Jaguariúna,SP,Ativa
15769,Faculdade de Tecnologia de Jales,Fatec Jales,Pública,N,N,N,Faculdade,3524808,Jales,SP,Ativa
